,accession,country,name,subtype,year
8257,JQ028204,CN,09CNgx0339,01_AE,2009
8258,JQ028205,CN,09CNgx0665,01_AE,2009
8259,JQ028206,CN,09CNgx0666,01_AE,2009
8260,JQ028207,CN,09CNgx0668,01_AE,2009
8261,JQ028208,CN,09CNgx0691,01_AE,2009
8262,JQ028209,CN,09CNgx0692,01_AE,2009
8263,JQ028210,CN,09CNgx0696,01_AE,2009
8264,JQ028211,CN,09CNgx0699,01_AE,2009
8265,JQ028212,CN,10CNgx0892,01_AE,2010
8266,JQ028213,CN,10CNgx0900,01_AE,2010
8267,JQ028214,CN,10CNgx0901,01_AE,2010
8268,JQ028215,CN,10CNgx0918,01_AE,2010
8269,JQ028216,CN,10CNgx0951,01_AE,2010
8270,JQ028217,CN,10CNgx0973,01_AE,2010
8271,JQ028218,CN,10CNgx0981,01_AE,2010
8272,JQ028219,CN,10CNgx0982,01_AE,2010
8273,JQ028220,CN,10CNgx0984,01_AE,2010
8274,JQ028221,CN,10CNgx0986,01_AE,2010
8275,JQ028222,CN,10CNgx1001,01_AE,2010
8276,JQ028223,CN,10CNgx1003,01_AE,2010
8277,JQ028224,CN,10CNgx1211,01_AE,2010
8278,JQ028225,CN,10CNgx1212,01_AE,2010
8279,JQ028226,CN,10CNgx1213,01_AE,2010
8280,JQ028227,CN,10CNgx1214,01_AE,2010
8281,JQ028228,CN,10CNgx1217,01_AE,2010
8282,JQ028229,CN,10CNgx1218,01_AE,2010
8283,JQ028230,CN,10CNgx1220,01_AE,2010
8284,JQ028231,CN,10CNgx1221,01_AE,2010
8285,JQ028232,CN,10CNgx1222,01_AE,2010
8286,JQ028233,CN,10CNgx1223,01_AE,2010
8287,JQ028234,CN,10CNgx1224,01_AE,2010
8288,JQ028235,CN,10CNgx1225,01_AE,2010
8289,JQ028236,CN,10CNgx1236,01_AE,2010
8290,JQ028237,CN,10CNgx1239,01_AE,2010
8291,JQ028238,CN,10CNgx1242,01_AE,2010
8292,JQ028239,CN,10CNgx1256,01_AE,2010
8293,JQ028240,CN,10CNgx1257,01_AE,2010
8294,JQ028241,CN,10CNgx1265,01_AE,2010
8295,JQ028242,CN,10CNgx1268,01_AE,2010
8296,JQ028243,CN,10CNgx1270,01_AE,2010
8297,JQ028244,CN,10CNgx1272,01_AE,2010
8298,JQ028245,CN,10CNgx1273,01_AE,2010
8299,JQ028246,CN,10CNgx1287,01_AE,2010
8300,JQ028247,CN,10CNgx1288,01_AE,2010
8301,JQ028248,CN,10CNgx1289,01_AE,2010
8302,JQ028249,CN,10CNgx1291,01_AE,2010
8303,JQ028250,CN,10CNgx1293,01_AE,2010
8304,JQ028251,CN,10CNgx1295,01_AE,2010
8305,JQ028252,CN,10CNgx1296,01_AE,2010
8306,JQ028253,CN,10CNgx1299,01_AE,2010
8307,JQ028254,CN,10CNgx1301,01_AE,2010
8308,JQ028255,CN,10CNgx1302,01_AE,2010
8309,JQ028256,CN,10CNgx1303,01_AE,2010
8310,JQ028257,CN,10CNgx1310,01_AE,2010
8311,JQ028258,CN,10CNgx1313,01_AE,2010
8312,JQ028259,CN,10CNgx1315,01_AE,2010
8313,JQ028260,CN,10CNgx1318,01_AE,2010
8314,JQ028261,CN,10CNgx1319,01_AE,2010
8315,JQ028262,CN,10CNgx1320,01_AE,2010
8316,JQ028263,CN,10CNgx1323,01_AE,2010
8317,JQ028264,CN,10CNgx1324,01_AE,2010
8318,JQ028265,CN,10CNgx1341,01_AE,2010
8319,JQ028266,CN,10CNgx1350,01_AE,2010
8320,JQ028267,CN,10CNgx1351,01_AE,2010
8321,JQ028268,CN,10CNgx1355,01_AE,2010
8322,JQ028269,CN,10CNgx1389,01_AE,2010
8323,JQ028270,CN,10CNgx1390,01_AE,2010
8324,JQ028271,CN,10CNgx1394,01_AE,2010
8325,JQ028272,CN,10CNgx1396,01_AE,2010
8326,JQ028273,CN,09CNgx0290,07_BC,2009
8327,JQ028274,CN,09CNgx0291,01B,2009
8328,JQ028275,CN,09CNgx0673,07_BC,2009
8329,JQ028276,CN,10CNgx0944,07_BC,2010
8330,JQ028277,CN,10CNgx0955,07_BC,2010
8331,JQ028278,CN,10CNgx0999,07_BC,2010
8332,JQ028279,CN,10CNgx1002,01_AE,2010
8333,JQ028280,CN,10CNgx1207,07_BC,2010
8334,JQ028281,CN,10CNgx1226,07_BC,2010
8335,JQ028282,CN,10CNgx1326,01_AE,2010
8336,JQ028283,CN,10CNgx1379,07_BC,2010
8337,JQ028284,CN,10CNgx1385,07_BC,2010
8338,JQ028285,CN,10CNgx1402,07_BC,2010
8339,JQ028286,CN,09CNgx0037,08_BC,2009
8340,JQ028287,CN,09CNgx0340,08_BC,2009
8341,JQ028288,CN,09CNgx0694,08_BC,2009
8342,JQ028289,CN,09CNgx0700,08_BC,2009
8343,JQ028290,CN,10CNgx0891,08_BC,2010
8344,JQ028291,CN,10CNgx0896,08_BC,2010
8345,JQ028292,CN,10CNgx0897,08_BC,2010
8346,JQ028293,CN,10CNgx0899,08_BC,2010
8347,JQ028294,CN,10CNgx0922,08_BC,2010
8348,JQ028295,CN,10CNgx0985,08_BC,2010
8349,JQ028296,CN,10CNgx0988,08_BC,2010
8350,JQ028297,CN,10CNgx0993,08_BC,2010
8351,JQ028298,CN,10CNgx0994,08_BC,2010
8352,JQ028299,CN,10CNgx0996,08_BC,2010
8353,JQ028300,CN,10CNgx1000,08_BC,2010
8354,JQ028301,CN,10CNgx1004,08_BC,2010
8355,JQ028302,CN,10CNgx1216,08_BC,2010
8356,JQ028303,CN,10CNgx1238,08_BC,2010
8357,JQ028304,CN,10CNgx1241,08_BC,2010
8358,JQ028305,CN,10CNgx1251,08_BC,2010
8359,JQ028306,CN,10CNgx1254,08_BC,2010
8360,JQ028307,CN,10CNgx1317,08_BC,2010
8361,JQ028308,CN,10CNgx1322,08_BC,2010
8362,JQ028309,CN,10CNgx1344,08_BC,2010
8363,JQ028310,CN,10CNgx1357,08_BC,2010
8364,JQ028311,CN,09CNgx0672,B,2009
8365,JQ028312,CN,10CNgx1258,B,2010
8366,JQ028313,CN,10CNgx0998,01BC,2010
8367,JQ028314,CN,10CNgx1209,01C,2010
8368,JQ028315,CN,10CNgx1300,01B,2010
8369,JQ028316,CN,10CNgx1338,0107,2010
